Timestamp: 2024-03-25 08:17:00, Average Voltage (With Zeros): 0.724913 V, Average Power (With Zeros): 1.051e-06 W, Average Voltage (Without Zeros): 4.18219 V, Average Power (Without Zeros): 3.49815e-05 W, Total Power: 0.00195199 W*h
Timestamp: 2024-03-25 08:33:02, Average Voltage (With Zeros): 0.0500946 V, Average Power (With Zeros): 5.01894e-09 W, Average Voltage (Without Zeros): 3.707 V, Average Power (Without Zeros): 2.74837e-05 W, Total Power: 0.000114135 W*h

Timestamp: 2024-03-25 08:34:02, Average Voltage (With Zeros): 0.1032 V, Average Power (With Zeros): 2.13005e-08 W, Average Voltage (Without Zeros): 3.8055 V, Average Power (Without Zeros): 2.89637e-05 W, Total Power: 0.000238259 W*h

Timestamp: 2024-03-25 08:35:02, Average Voltage (With Zeros): 0.19798 V, Average Power (With Zeros): 7.83919e-08 W, Average Voltage (Without Zeros): 4.867 V, Average Power (Without Zeros): 4.73754e-05 W, Total Power: 0.000635739 W*h

Timestamp: 2024-03-25 08:36:02, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:37:02, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:38:03, Average Voltage (With Zeros): 0.0487449 V, Average Power (With Zeros): 4.75213e-09 W, Average Voltage (Without Zeros): 3.58275 V, Average Power (Without Zeros): 2.56722e-05 W, Total Power: 0.0001038 W*h

Timestamp: 2024-03-25 08:39:03, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:40:03, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:41:03, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:42:03, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:43:03, Average Voltage (With Zeros): 0.284949 V, Average Power (With Zeros): 1.62392e-07 W, Average Voltage (Without Zeros): 5.27156 V, Average Power (Without Zeros): 5.55787e-05 W, Total Power: 0.00101171 W*h

Timestamp: 2024-03-25 08:44:03, Average Voltage (With Zeros): 0.403793 V, Average Power (With Zeros): 3.26098e-07 W, Average Voltage (Without Zeros): 4.5815 V, Average Power (Without Zeros): 4.19803e-05 W, Total Power: 0.00124063 W*h

Timestamp: 2024-03-25 08:45:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:46:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:47:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:48:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:49:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:50:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:51:04, Average Voltage (With Zeros): 0 V, Average Power (With Zeros): 0 W, Average Voltage (Without Zeros): 0 V, Average Power (Without Zeros): 0 W, Total Power: 0 W*h

Timestamp: 2024-03-25 08:52:04, Average Voltage (With Zeros): 0.0731149 V, Average Power (With Zeros): 1.06916e-08 W, Average Voltage (Without Zeros): 3.09171 V, Average Power (Without Zeros): 1.91174e-05 W, Total Power: 0.000134313 W*h

Timestamp: 2024-03-25 08:53:04, Average Voltage (With Zeros): 0.262417 V, Average Power (With Zeros): 1.37725e-07 W, Average Voltage (Without Zeros): 3.87065 V, Average Power (Without Zeros): 2.99639e-05 W, Total Power: 0.000649624 W*h

Timestamp: 2024-03-25 08:54:04, Average Voltage (With Zeros): 0.170119 V, Average Power (With Zeros): 5.78807e-08 W, Average Voltage (Without Zeros): 3.86038 V, Average Power (Without Zeros): 2.98051e-05 W, Total Power: 0.000395156 W*h

Timestamp: 2024-03-25 08:55:05, Average Voltage (With Zeros): 0.562814 V, Average Power (With Zeros): 6.33518e-07 W, Average Voltage (Without Zeros): 5.35581 V, Average Power (Without Zeros): 5.73693e-05 W, Total Power: 0.00218404 W*h

